-2.000000 -4.000000 -2.000000 -2.000000 -2.000000 -4.000000 -2.000000 -4.000000 -4.000000 -4.000000 -2.000000 -4.000000 -2.000000 -4.000000 -4.000000 -4.000000 -4.000000 -2.000000 -2.000000 -2.000000 -2.000000 -2.000000 -2.000000 -4.000000 -2.000000 -2.000000 -4.000000 -4.000000 -4.000000 -4.000000 -4.000000 -2.000000 
28.979207 -35.387568 88.037838 -71.702734 -29.841244 27.810987 -91.986854 20.426855 21.920586 24.086747 71.337737 52.763463 16.553807 48.920766 58.125920 -92.293825 -36.336976 -114.652248 24.719369 -73.975638 -10.959493 -26.276291 2.237397 -5.467594 -61.033791 49.774840 -6.964574 -47.198766 39.299807 -32.951800 30.689372 26.742184 
29.389775 14.339861 6.920787 42.146504 12.939358 -50.426961 -4.810964 44.990340 -1.945282 78.480125 -30.072035 -17.523340 -0.161341 6.268255 -18.109431 96.246947 -3.733005 33.213745 40.154309 -10.324755 -33.571732 60.251640 -4.409248 -26.558094 -6.975663 -58.370844 -49.563449 52.957699 -51.738262 33.475422 -48.895462 2.066413 
-17.261158 -31.459820 23.724606 -20.715375 -67.731484 -145.693685 26.631749 -113.601346 -15.945098 0.428521 73.622737 42.447820 17.592529 -12.805588 -94.935922 -41.102011 25.462266 128.574522 7.177064 -72.274124 15.518895 37.222729 -42.600700 -7.705659 40.571704 -53.462001 -33.410649 15.235627 13.778146 76.440256 44.832126 11.977062 
18.766633 -11.020849 -7.532388 -23.542910 39.822232 -3.925092 89.141768 34.651921 8.088424 90.336978 35.414188 -42.884774 18.876321 -106.855476 -1.798078 -15.038456 -17.640618 52.483697 14.669018 10.901351 -63.471560 68.497951 29.746496 27.764157 59.796328 -72.072333 -1.128737 -133.298445 -25.815153 -5.663311 34.885802 25.867544 
67.723113 76.632049 -30.047817 -83.505216 -16.850248 34.415033 -34.544611 -21.897038 67.772247 -50.966810 114.381153 19.911628 -46.032382 -14.916918 -22.097767 14.992608 -8.481640 -10.798779 -31.801193 10.612071 -16.545465 -11.361148 -40.427004 48.730561 9.736431 -114.210720 44.163410 -1.982852 -75.304054 66.928816 -23.490205 16.479947 
32.170999 -26.087448 7.869541 56.902409 -1.429219 22.459958 31.886700 -36.958374 24.922985 70.632853 -40.458440 -11.764554 -45.359132 14.026962 -76.846826 -69.657768 -34.541811 36.504367 -20.210922 27.041586 30.737021 -34.766148 39.733590 37.307280 -1.465484 -12.386503 6.045831 61.633835 44.106878 -39.321843 -3.475617 -35.454715 
66.000349 30.515641 -8.858371 -57.772579 11.116858 7.194579 30.446880 37.035819 -75.340960 1.938895 16.798209 53.441275 -126.628656 -16.712820 65.309621 -37.472461 -3.157431 -15.219678 29.975215 -19.337142 -69.067683 15.092610 -2.577825 72.311764 -43.318843 22.578150 -37.768229 -8.346597 -73.701541 -25.977008 54.126474 20.366261 
98.365547 82.510191 22.391830 53.315561 71.029614 -14.999901 -59.659056 0.178932 -50.056679 -52.120723 -86.092783 17.903920 7.915289 -37.568346 -99.349862 -81.730069 31.295812 5.220698 -30.097184 7.094725 66.295499 3.617072 -24.889737 31.632940 -24.294172 -59.004043 -31.346362 -58.323777 55.955618 -31.754302 -0.523447 -21.844583 
-28.089328 25.779765 8.105810 46.912193 29.408253 -46.499724 -0.798306 44.623669 37.363376 49.750324 7.637769 91.912866 -15.639645 58.640964 -13.811979 8.646071 27.182979 -14.443853 3.530424 12.543155 -43.408647 -18.916747 92.630550 25.095819 -25.081008 3.994130 7.827723 -5.362716 60.800401 -19.108540 9.646741 -4.289648 
-34.266244 54.000084 1.049925 26.076968 121.724682 58.490600 4.743584 -34.378239 -18.411645 -12.921737 24.725147 -9.372032 -39.262386 -46.211770 -46.087131 -41.437135 49.736398 -41.201511 26.764528 -0.204791 89.197217 -68.182591 3.024558 42.517245 -29.495651 28.654200 -26.188967 46.816994 33.331989 -38.374821 -19.119351 18.091958 
-37.147065 87.159514 47.147740 -0.649699 -47.305465 17.404604 10.818155 26.111215 14.701530 0.969154 31.406711 -106.398696 54.746046 -23.035271 -37.461872 -6.526900 29.705139 34.170371 6.613301 -52.135279 -26.766693 -81.540191 -2.040702 30.883254 -65.353037 13.573626 -23.255941 17.800440 -14.827640 0.140795 59.343010 22.888281 
58.466165 -78.667323 51.106025 11.058482 -7.995714 38.392980 16.231760 -112.181619 -56.967284 9.675908 6.690832 81.461144 21.249496 -49.775939 -51.872191 -45.650855 -32.014264 5.805160 3.691921 -23.100416 70.216932 -112.556904 22.979557 -1.855865 -11.789795 -2.380287 -60.280634 -7.661127 -17.049708 -81.532275 -61.071795 -23.968422 
-73.788888 85.560301 -9.470767 -36.448242 -31.837686 11.539857 -26.444443 -9.139764 13.013913 23.788311 -9.254715 17.816714 -12.593189 9.430198 7.121613 35.453352 26.529510 -28.007663 -6.631374 -18.120996 19.806716 -29.878664 55.771164 -9.586244 -8.021716 -19.633202 20.569225 12.149290 -5.213825 7.879643 -52.796252 38.050018 
-55.032460 59.440043 69.977414 33.546678 44.723633 -11.746104 -81.902342 30.472842 15.887799 124.232434 37.094662 31.863330 46.050441 -116.655167 25.680982 -45.357187 2.128468 -29.760209 54.494705 55.754668 -14.515182 -33.334366 -32.599149 -13.872751 -8.545656 21.889089 -49.112727 -61.553952 -41.593896 12.409958 -37.840757 35.100777 
35.529764 27.237944 29.980182 -51.086610 70.751936 -57.134446 41.503879 -19.865120 -26.014860 -27.909026 30.897017 -42.084337 52.495491 9.316716 -59.876991 9.682176 52.672899 -22.256890 -29.800998 -32.845111 -71.096799 -87.346478 78.326111 6.271291 71.272797 -7.490096 13.412105 -63.102942 20.288285 32.420692 31.294545 -47.179793 
114.088217 0.688622 56.100916 30.859421 -9.557860 -27.789011 -45.740820 -16.253406 -53.653694 135.172537 6.564303 -66.232167 -96.311638 61.926092 -56.661366 29.151888 40.801147 40.555324 -114.535822 -9.281616 33.563439 64.885005 88.489721 47.029849 47.440907 -26.093683 -8.553157 -11.264132 11.811919 -60.452211 37.026207 -24.576524 
23.979270 10.632956 9.517209 -43.636412 -36.686482 8.683134 74.904688 47.105736 -35.929983 1.474381 24.065628 -72.655888 -82.707214 40.190633 -44.594494 35.596979 22.404830 13.588656 75.219679 -11.868517 16.913731 -19.806328 -43.073358 -53.681684 55.920816 35.997199 51.647185 -21.334733 42.804941 -2.051777 -71.330085 -61.227557 
-56.612366 -18.352106 26.000299 -83.795192 -28.454942 -25.513332 1.761059 -14.273950 47.864594 -44.933856 10.396954 -26.999715 -4.039612 -0.680540 -1.130294 16.944893 -46.167618 24.605952 18.218067 -5.559484 -12.226320 -71.079894 71.960585 -49.699025 33.448337 2.755147 -56.831261 -32.759867 75.520427 45.516298 9.737926 -9.593394 
32.879489 -54.088373 -88.733454 -4.459488 -39.107514 -6.035213 -91.935116 -28.560751 41.594723 -14.386464 17.876569 -22.351788 -13.765996 -19.338816 -55.175513 -52.728009 -37.552028 -28.656342 -8.844615 99.861609 -15.871713 4.940232 62.448350 30.807355 -22.932737 -34.455012 -71.553136 30.869489 36.278925 -45.708049 -3.255454 10.796369 
-60.363466 36.872587 38.636397 20.888087 -4.765712 4.740756 20.807674 69.912504 20.477724 -101.532492 -47.254050 -8.680303 10.035307 -73.374386 -41.485645 -32.860061 -14.721979 48.229752 -3.543329 18.326954 -97.803073 -14.180449 -18.408548 -14.389490 7.543859 0.337411 -2.767500 -26.107375 -12.926836 66.710990 -82.072117 25.524153 
