index,satellite position,satellite velocity,satellite acceleration,time,sv
239.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 05:59:44,G24
240.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 05:59:44,G25
241.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 05:59:44,G26
242.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 05:59:44,G27
243.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 05:59:44,G28
244.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 05:59:44,G29
245.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 05:59:44,G30
246.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 05:59:44,G31
247.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 05:59:44,G32
248.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 06:00:00,G01
249.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 06:00:00,G02
250.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 06:00:00,G03
251.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 06:00:00,G05
252.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 06:00:00,G06
253.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 06:00:00,G07
254.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 06:00:00,G08
255.0,"[-8317205.257999869, 23981183.853519168, -7612151.16379024]","[-169.36818957525682, -1432.8607238991733, -2970.389290275524]","[-0.0750297087160971, -0.36149691332927436, 0.1630959121220092]",2023-03-02 06:00:00,G09
256.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 06:00:00,G10
257.0,"[15159900.177066501, -16022552.31354396, 14769787.502775399]","[1839.4871062344218, 2276.3150684904635, -2346.5066440649675]","[0.08958759599677488, -0.012086439214719774, -0.3147550948031622]",2023-03-02 06:00:00,G11
258.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 06:00:00,G12
259.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 06:00:00,G13
260.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 06:00:00,G14
261.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 06:00:00,G15
262.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 06:00:00,G16
263.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 06:00:00,G17
264.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 06:00:00,G18
265.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 06:00:00,G19
266.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 06:00:00,G20
267.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 06:00:00,G21
268.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 06:00:00,G22
269.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 06:00:00,G23
270.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 06:00:00,G24
271.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 06:00:00,G25
272.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 06:00:00,G26
273.0,"[4038552.5427900217, -25936390.753035106, -677118.1998939973]","[288.7553385927298, 649.6810769122127, -3228.5035834168466]","[0.027298289575346524, 0.3910819301571399, 0.014912789861991689]",2023-03-02 06:00:00,G27
274.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 06:00:00,G28
275.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 06:00:00,G29
276.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 06:00:00,G30
277.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 06:00:00,G31
278.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 06:00:00,G32
279.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 07:59:44,G01
280.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 07:59:44,G02
281.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 07:59:44,G03
282.0,"[1853601.160613094, 15252092.40740621, -21639943.615639426]","[-2741.575981140435, 263.3054875761999, -414.07713596362623]","[0.008741199264285307, 0.1557856731650102, 0.4614223285255534]",2023-03-02 07:59:44,G05
283.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 07:59:44,G06
284.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 07:59:44,G07
285.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 07:59:44,G08
286.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 07:59:44,G09
287.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 07:59:44,G10
288.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 07:59:44,G11
289.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 07:59:44,G12
290.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 07:59:44,G13
291.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 07:59:44,G14
292.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 07:59:44,G15
293.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 07:59:44,G16
294.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 07:59:44,G17
295.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 07:59:44,G18
296.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 07:59:44,G19
297.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 07:59:44,G20
298.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 07:59:44,G21
299.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 07:59:44,G22
300.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 07:59:44,G23
301.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 07:59:44,G24
302.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 07:59:44,G25
303.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 07:59:44,G26
304.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 07:59:44,G27
305.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 07:59:44,G28
306.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 07:59:44,G29
307.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 07:59:44,G30
308.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 07:59:44,G31
309.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 07:59:44,G32
310.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 08:00:00,G01
311.0,"[-18937852.147301085, 6140426.311806154, 18031373.40845183]","[1160.849071682428, -3181.8600120452793, 1783.3891566866262]","[-0.17527228117583504, -0.26293438324210155, -0.3709045395744971]",2023-03-02 08:00:00,G02
312.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 08:00:00,G03
313.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 08:00:00,G05
314.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 08:00:00,G06
315.0,"[15242505.409154428, 5156395.386506535, 21233917.751876734]","[-1643.5857090653762, 2612.8487876056006, 582.8319476585835]","[0.14089719164914327, 0.15845820468700347, -0.447564206921178]",2023-03-02 08:00:00,G07
316.0,"[7337496.232449032, -16740623.754082624, -19124272.4531843]","[1113.9928507368932, 1457.624282562427, -1519.5989874735767]","[0.09364468031536162, 0.10889318139287514, 0.4117696399045877]",2023-03-02 08:00:00,G08
317.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 08:00:00,G09
318.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 08:00:00,G10
319.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 08:00:00,G11
320.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 08:00:00,G12
321.0,"[-3240972.6702452535, 22919548.331534907, -12722592.819705982]","[-617.8872810762782, -760.8410425854374, -2615.812167060851]","[-0.05809507670271861, -0.2837565476536466, 0.2752392392935175]",2023-03-02 08:00:00,G13
322.0,"[19303178.022381328, 12870434.49724457, 13049010.94437971]","[-1671.9064894824037, 3006.4007251476896, 2503.778887488956]","[0.13314805339500457, 0.040267040705386906, -0.27583160931170037]",2023-03-02 08:00:00,G14
323.0,"[11605898.591699885, 23362643.73236595, -2093314.5709711805]","[-511.30183158917635, 1868.3349904569598, -3141.446664634536]","[0.07607515629730385, -0.3207975887531891, 0.0465654215264531]",2023-03-02 08:00:00,G15
324.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 08:00:00,G16
325.0,"[8359943.331255707, -15668689.083312146, -19526231.423368968]","[987.2796453369008, 1705.6386751760679, -1484.8906945088813]","[0.1120204780355668, 0.11228724484757506, 0.4232785796187071]",2023-03-02 08:00:00,G17
326.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 08:00:00,G18
327.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 08:00:00,G19
328.0,"[25218096.909132168, -5075704.44145848, 6155143.172918959]","[795.8880759761032, 4004.597776649478, -3026.13063374814]","[0.17488095837999781, -0.033721815178142725, -0.1326210009701849]",2023-03-02 08:00:00,G20
329.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 08:00:00,G21
330.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 08:00:00,G22
331.0,"[-11165939.184115497, -14494936.342371916, 19304399.991376165]","[2440.2175489241645, -1679.2111429112795, 1519.6578977595007]","[-0.067774768603138, -0.12595382591041052, -0.4089530383024586]",2023-03-02 08:00:00,G23
332.0,"[-128189.63054969907, 22139707.352863118, 14171945.802846462]","[-1156.447186260745, 97.30678733643867, -2354.307227375869]","[0.01632253629999314, -0.1994029601970102, -0.31102041578385253]",2023-03-02 08:00:00,G24
333.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 08:00:00,G25
334.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 08:00:00,G26
335.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 08:00:00,G27
336.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 08:00:00,G28
337.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 08:00:00,G29
338.0,"[17196466.093287475, 2304534.908332902, 20181038.063768715]","[-1518.2255110621427, 2883.001388744496, 1027.4897791711742]","[0.1483491887966255, 0.18495488039966582, -0.4267339617658589]",2023-03-02 08:00:00,G30
339.0,"[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]",2023-03-02 08:00:00,G31
