-7.456190608007341325e+02,-8.930230464411793037e+02,-2.945676478855864389e+03
1.150977086795531022e+03,6.027306428033648444e+02,2.826067065398530758e+03
-7.667989011517983045e+02,6.185813701527241619e+02,-2.991421496202348862e+03
-1.605377372017106154e+03,-1.486026871414232119e+03,-1.993340818060125002e+03
2.618079203578095075e+03,-9.513782759559525175e+02,-1.355999977392318954e+02
6.516823738291504924e+02,5.917422875227696011e+01,3.120448872112524896e+03
9.139713063732590399e+02,1.297966877398280985e+03,-2.631927631364455010e+03
1.670745291843560835e+03,1.343766568096763422e+03,-1.910215503643287320e+03
2.571098608742145188e+02,2.690773202368979611e+01,-3.187372252387808658e+03
-1.158902471889220124e+03,9.736346749415818067e+02,-2.605653338650125079e+03
2.227652149044683028e+03,-7.344924879281134054e+02,-1.695831600967903569e+03
-3.576995445545506414e+01,2.305387328961175172e+03,1.606143841134002059e+03
-7.419249898412703033e+02,-8.885707482516263553e+02,-2.948760893882395067e+03
1.984080772695394216e+03,1.825381966501623538e+03,-8.894645090202856181e+02
1.155911311262142590e+03,6.052652114998168145e+02,2.822672802332280753e+03
1.465221841832445079e+03,-6.882025556577116276e+02,-2.591664123755920627e+03
-1.297911315648453865e+03,1.580862905544977593e+03,2.147914912319631185e+03
1.654105586985820992e+03,8.649926868983000361e+01,-2.626825384452948583e+03
2.730345406106548126e+03,4.388125980684687875e+02,1.527199470224052220e+02
-8.772099630131045842e+02,-2.547733452302484693e+03,-8.227875974363810201e+02
9.841501997324442073e+02,-8.337765675213128134e+02,-2.827411777619334771e+03
-1.299362116215516380e+03,1.585243007244429236e+03,2.142381397228196874e+03
-3.991968789396999000e+02,3.653955345802737043e+02,-3.097534385482541438e+03
9.096640958597590725e+02,2.222053715059282695e+03,-1.606125214856897855e+03
-7.853267576964692580e+02,-2.153192870633511575e+03,-1.899849950869776194e+03
1.324452207092348090e+03,-2.209219762020615690e+03,1.057170334220121276e+03
1.382246362665192123e+02,2.590432044465450190e+02,-3.178148765827163970e+03
8.373372546844711906e+02,2.230327586970690390e+03,-1.517148822343611755e+03
-3.811225644261701291e+02,8.709356299605317417e+02,2.972844145955000386e+03
3.539677252404680416e+02,1.259144861120720265e+02,3.121559271534503750e+03
-6.865842426727197108e+02,2.540409344095126471e+03,-9.905669249029087950e+02
-4.360964892135308446e+02,-6.228692694543252628e+02,-3.133693314706776164e+03
5.053923864058840536e+02,-2.626922989565825446e+03,-8.487056104269980779e+02
-3.856429529079332497e+01,1.521540639477391323e+03,-2.659003874921839724e+03
5.383607093231792078e+02,-1.173746529543817587e+03,2.826208385651907520e+03
3.867239628771147295e+02,-8.242608549028140885e+01,-3.182543850403717897e+03
3.739466801289723890e+02,-2.078971091936096855e+03,-2.021424543746729796e+03
-2.203068301415060546e+02,2.454561649124126689e+03,-1.461955985259707631e+03
-1.747992035202161958e+02,3.260115979442060734e+02,-3.141501552500958041e+03
-3.861589570223351870e+02,2.670894546054761577e+03,5.422249626391042057e+02
3.223146076312689843e+02,1.605644340467558777e+02,3.112219042420739697e+03
-6.035663306521255436e+02,3.869065400182690837e+02,3.129316429021028853e+03
1.968712082595589436e+03,1.531429161939654932e+03,1.299042655903522018e+03
1.470587401872880037e+03,-2.895699976485803973e+02,-2.666807940723065258e+03
-1.659013424659515579e+01,-7.419246253718720254e+02,-3.098865912534392919e+03
5.264698889182078574e+02,2.658773639107757845e+02,-3.083074241267429443e+03
-1.821530491545729092e+03,1.983515390644846548e+03,8.759136670049841769e+02
1.989008970594986295e+03,2.022184137694007404e+02,-2.317532162696346404e+03
-1.510107812256633508e+01,-7.360826064893751663e+02,-3.100750206602123399e+03
1.835847597592091006e+03,-1.996790498046577341e+03,-6.071185727157028396e+02
1.555198568565002461e+03,-2.105254179757149359e+03,9.657791663287862320e+02
9.719626557119562449e+02,2.588188503844191473e+03,2.000492173053682734e+02
5.901073702289684206e+02,1.399910330193690697e+03,2.648962000244468072e+03
5.293911748868138147e+02,2.709594880985381451e+02,-3.081786141126733128e+03
4.302103956234270754e+02,1.721650093915249272e+03,-2.451322290997623895e+03
1.100460408815409210e+03,2.166326426919537425e+03,1.416352074962528604e+03
8.881848879708793447e+02,-7.334174416467060382e+02,2.911591109718194730e+03
-1.820764512062876292e+03,1.986587914383311954e+03,8.686653917977602077e+02
2.176867798102839515e+03,5.836661024481888944e+02,-1.860321092427450594e+03
-6.081090325896975628e+02,1.158967422140251074e+03,-2.786914287770535338e+03
7.247134933014555145e+02,-1.383705447018522818e+03,-2.628050873592501375e+03
1.648773523308021367e+03,1.126748800106556473e+03,-2.248389054885129553e+03
1.967011519229877877e+03,1.935892718146252264e+03,-2.132747473110883334e+02
2.185448215747524955e+03,1.322862305196064199e+03,-1.064367684932015891e+03
-6.117331233092766070e+02,1.903785359204007364e+03,-2.256013483653698131e+03
4.383155100850943313e+02,-8.172327965342315110e+02,-3.001764172560961015e+03
2.394665687281608371e+03,-9.931217818550064749e+02,1.189182461157594844e+03
1.931956913683397374e+02,4.612067182100108198e+02,3.130173773843938761e+03
4.989968669903419709e+02,-1.976635432132226015e+03,-2.127290633803266246e+03
1.968645741871872588e+03,1.933729819644327563e+03,-2.207384311073830077e+02
-2.231252271582652611e+03,9.176037603515201226e+02,1.591023983334798459e+03
1.729979612530413078e+03,1.517248342728495572e+03,-1.720964525800413412e+03
-8.138716254153105467e+01,1.647989743173766328e+03,2.556772078639974097e+03
-1.561593329080525621e+02,3.721469518748129417e+02,-3.180166972794365847e+03
1.143005711774569590e+03,5.115368936747562429e+02,-2.896330749760018989e+03
1.807058574108949642e+03,-2.035461877062049552e+03,-2.480280270250769661e+02
6.283191214324892826e+02,-4.356972966957191034e+02,3.095011518697929660e+03
7.906291801383154052e+02,1.661611751318750521e+03,-2.375135438508106290e+03
1.551410049120206622e+03,-1.528762010034689411e+03,-1.937912928660914986e+03
1.053863005704347643e+03,2.366182928964944949e+03,1.117913992679603780e+03
5.013636969728357826e+02,4.476318336396598170e+02,-3.080880950846233191e+03
1.524484245175149908e+03,6.759080213745799881e+01,2.655941529958038245e+03
-1.656435859630136292e+03,1.733028205869421527e+03,-1.609281067011113919e+03
3.333025849820538156e+01,4.652157976748267174e+02,3.113453356539947890e+03
