2.776772255675502379e+02 8.133088510676754979e+00 2.503084937056880444e+07
2.613578696677706148e+02 3.539048245935768477e+01 2.248652948515749350e+07
1.176344129597914616e+02 -6.760571411292256805e+00 2.668040489929645509e+07
3.075012115515491473e+02 3.867882045168894667e+00 2.547067320535312220e+07
3.196512998022721490e+02 5.661183501047005961e+01 2.110742523123827949e+07
1.234614664510884836e+02 5.976182059105348721e+00 2.509211413869814202e+07
6.063801428896908163e+01 -6.023340321455923352e+00 2.647409654365263507e+07
6.538745678253380333e+01 2.161875501985677062e+01 2.343615226657117531e+07
1.839060000542743296e+02 4.083347905664829369e+01 2.190048825977453589e+07
1.228866089305463731e+02 -1.544581199457074661e+01 2.737597844024576619e+07
5.795804658298307288e+01 7.568209124108487629e+01 2.031284314740765467e+07
6.870101094221777771e+01 5.388372357921515032e+01 2.086411524824974313e+07
2.775738782185569562e+02 8.082534312618028238e+00 2.503670856679792330e+07
1.778923895189183497e+02 -1.561171658910055449e+01 2.756730556197788566e+07
2.614665456184655454e+02 3.547764443619323771e+01 2.247987147970620170e+07
1.135970834878751532e+02 6.279081340016188051e+01 2.069738915360204130e+07
7.123700632881616457e+01 3.019770682961897279e+01 2.257641384185271338e+07
2.364514019259063957e+02 -1.816186496613175549e+01 2.809323796616264433e+07
3.418736503355227683e+02 6.799603162185485417e+01 2.065140547597166523e+07
3.184233571350987404e+02 1.338566456190762821e+01 2.419591027630445361e+07
1.502465482557637415e+02 6.598807039477701153e+01 2.052088562894140929e+07
7.109512996544090413e+01 3.019292838167215720e+01 2.257664781323005632e+07
9.853472991974172146e+01 -1.393673046759278478e+01 2.760044061810699478e+07
1.715578569992669600e+02 -8.878681832322726564e+00 2.675412389937319234e+07
2.992869313217220792e+02 2.097331464318081373e+01 2.425827863816224039e+07
3.159095927598528988e+02 9.350324675397388319e+00 2.489318210037162900e+07
1.430557908283740574e+02 3.034744121460345312e+01 2.272433544918435439e+07
5.018409113925678611e+01 8.390876383519977111e+00 2.481561965984344482e+07
1.149830087428154712e+02 3.881776713345905705e+01 2.187902154462825134e+07
2.246812153957692715e+02 3.442914789983683477e+01 2.215490270926864073e+07
3.314101410008677107e+01 1.831813693158150513e-01 2.560292618830939010e+07
2.675974042396080677e+02 8.472035681117635164e+00 2.499385064869505912e+07
3.100279478345863708e+02 3.113375291479672669e+01 2.265525420800548419e+07
1.640978992943962851e+02 8.627544396379038361e+00 2.464516732020910829e+07
1.956807468760879090e+02 1.276587299377023754e+01 2.426517495846926793e+07
2.518153956989134485e+02 2.864307507739911607e+00 2.569455064724780247e+07
2.828781496424124953e+02 4.593216504588330196e+01 2.180363687836620212e+07
1.522984005393419125e+02 -1.730121405412591429e+01 2.773143503120597079e+07
7.536977635060351588e+01 -2.884518621167043406e+01 2.926753408493083343e+07
4.786652905152828907e+01 2.977394347429211763e+01 2.258208694314019382e+07
1.879065663868917966e+02 4.245316456067346422e+01 2.167422817695299909e+07
9.430108700183367887e+01 1.036437403912109367e+01 2.468227079739044979e+07
3.260244641490947970e+02 7.468014997554061551e+01 2.019540093830330297e+07
1.023360128738404740e+02 4.857872626531164428e+01 2.141538949668245018e+07
2.453310098789637834e+02 3.238694400885887603e+01 2.263386347077140585e+07
2.216008252636108864e+02 2.099341539060072392e+01 2.367759782166906074e+07
4.282436430147210160e+01 1.505582143248236093e+01 2.416318385333270207e+07
2.271829480059191155e+02 -1.857359067624298987e+01 2.817897177733561769e+07
2.452107559263329506e+02 3.230971283494851320e+01 2.264033711460075527e+07
3.109586459408758401e+02 4.829064569705780485e+01 2.147291290439018980e+07
3.150180558910461741e+02 1.358843960454447775e+01 2.430282912163747847e+07
1.476682239628158584e+02 -3.054099134320890485e+01 2.911830587666039541e+07
2.126299387845448905e+02 7.157956827808114042e+01 2.011433759917156771e+07
2.215204563087790746e+02 2.090098461180215850e+01 2.368592557144205272e+07
4.704840229849698829e+01 -1.474101890030710216e+01 2.744726594898837805e+07
4.874911059346386111e+01 7.419248967042922516e+01 2.026686598537357152e+07
1.672227042169194249e+02 1.636347940962346925e+01 2.390864874871899188e+07
4.272846961526111187e+01 1.500213832460739027e+01 2.416850919212567061e+07
7.040097175237845306e+01 4.221754099489582757e+01 2.195657945397854969e+07
1.390237903597660818e+02 2.815615526052363649e+00 2.532738416519395635e+07
2.324660998944990524e+02 6.732995107482392427e+01 2.054205564738377929e+07
2.070822755298661093e+02 -5.057643498721149378e+00 2.643159069901226461e+07
4.440507555849377042e+01 5.037912796986960018e+01 2.116153766197228804e+07
1.875252128366362285e+02 -1.222283243230362615e+01 2.704336659840010479e+07
2.327885687573954598e+01 -2.276788091260280922e+01 2.833422075654496625e+07
2.091781089082250844e+02 5.604687777497625945e+01 2.100045894773843884e+07
