time,sv,SVclockBias,SVclockDrift,SVclockDriftRate,IODEC,Crs,DeltaN,M0,Cuc,Eccentricity,Cus,sqrtA,Toe,Cic,Omega0,Cis,Io,Crc,omega,OmegaDot,IDOT,BDTWeek,URA,health,TGD,TransTime
2021-06-24 22:05:36,I09,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-24 22:20:48,I02,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-24 22:20:48,I04,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-24 22:20:48,I05,0.0006927554495633,2.846718416549e-10,0.0,250.0,-499.4375,2.252950987309e-09,1.583241523039,-1.64657831192e-05,0.001791937975213,2.972409129143e-05,6493.321872711,426048.0,-2.495944499969e-07,-3.109065381075,-2.235174179077e-08,0.5100400378091,-832.75,3.128643799521,-1.935794919343e-09,9.028947520477e-10,2163.0,2.0,0.0,-4.656613e-10,426348.0
2021-06-24 22:20:48,I09,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-24 22:36:00,I02,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-24 22:36:00,I04,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-24 22:36:00,I05,0.0006930171512067,2.864908310585e-10,0.0,251.0,-498.0625,2.27009455855e-09,1.650959728825,-1.641362905502e-05,0.001792118069716,2.923235297203e-05,6493.315944672,426960.0,-2.384185791016e-07,-3.109067377959,-5.587935447693e-08,0.5100408628949,-818.25,3.127434133042,-1.93722355028e-09,8.889656004141e-10,2163.0,2.0,0.0,-4.656613e-10,427260.0
2021-06-24 22:36:00,I09,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-24 22:50:24,I02,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-24 22:50:24,I04,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-24 22:50:24,I05,0.000693267211318,2.886508809752e-10,0.0,252.0,-495.4375,2.290095391665e-09,1.714511870153,-1.631304621696e-05,0.001792235998437,2.876669168472e-05,6493.313810349,427824.0,-2.235174179077e-07,-3.109068248395,-8.940696716309e-08,0.5100416411673,-804.4375,3.126889506196,-1.94150944309e-09,8.753936065146e-10,2163.0,2.0,0.0,-4.656613e-10,428172.0
2021-06-24 22:50:24,I09,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-24 23:05:36,I02,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-24 23:05:36,I04,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-24 23:05:36,I05,0.0006935279816389,2.860360837076e-10,0.0,253.0,-491.0625,2.311524855717e-09,1.780394093269,-1.615285873413e-05,0.001791964052245,2.829357981682e-05,6493.318704605,428736.0,-2.011656761169e-07,-3.109068390298,-1.192092895508e-07,0.5100423404422,-790.125,3.127514654979,-1.948652597774e-09,8.611072971468e-10,2163.0,2.0,0.0,-4.656613e-10,429036.0
2021-06-24 23:05:36,I09,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-24 23:20:48,I02,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-24 23:20:48,I04,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-24 23:20:48,I05,0.0006937892176211,2.863771442208e-10,0.0,254.0,-485.375,2.335811581642e-09,1.849602719995,-1.594424247742e-05,0.001793140661903,2.78539955616e-05,6493.303688049,429648.0,-1.713633537292e-07,-3.109072062222,-1.415610313416e-07,0.5100432781727,-776.6875,3.124816397671,-1.957224383395e-09,8.478924609815e-10,2163.0,2.0,0.0,-4.656613e-10,429948.0
2021-06-24 23:20:48,I09,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-24 23:36:00,I02,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-24 23:36:00,I04,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-24 23:36:00,I05,0.0006940527819097,2.881961336243e-10,0.0,255.0,-478.3125,2.362955569441e-09,1.916306937762,-1.569837331772e-05,0.001793327974156,2.746656537056e-05,6493.303514481,430560.0,-1.415610313416e-07,-3.109073412496,-1.527369022369e-07,0.5100440345013,-764.375,3.124620752859,-1.965796169015e-09,8.357490980188e-10,2163.0,2.0,0.0,-4.656613e-10,430860.0
2021-06-24 23:36:00,I09,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-24 23:50:24,I02,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-24 23:50:24,I04,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-24 23:50:24,I05,0.0006943047046661,2.901288098656e-10,0.0,160.0,-470.6875,2.387242295367e-09,1.979903989211,-1.544132828712e-05,0.001793775823899,2.715364098549e-05,6493.300775528,431424.0,-1.154839992523e-07,-3.109074657439,-1.601874828339e-07,0.5100447074436,-754.1875,3.124031882982,-1.975796585573e-09,8.257486814613e-10,2163.0,2.0,0.0,-4.656613e-10,431772.0
2021-06-24 23:50:24,I09,,,,,,,,,,,,,,,,,,,,,,,,,
